Województwo,Powiat,Gmina,Adres,Typ obszaru,Długość geograficzna,Szerokość geograficzna,Data pomiaru,Parametr pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Średnia dla obszaru [V/m]
WOJ. OPOLSKIE,Powiat krapkowicki,Krapkowice,Krapkowice. ul. Opolska,Pozostałe miasta,"17° 57' 51""","50° 28' 45""",2019-05-08,Składowa elektryczna 3[MHz]-300[GHz],0.5,0.2,0.5533333
WOJ. OPOLSKIE,Powiat namysłowski,Namysłów,Namysłów. ul. Chrobrego,Pozostałe miasta,"17° 42' 46""","51° 4' 38""",2019-11-04,Składowa elektryczna 3[MHz]-300[GHz],1,0.3,0.5533333
WOJ. OPOLSKIE,Powiat nyski,Nysa,Nysa. ul. Bema,Pozostałe miasta,"17° 20' 20""","50° 28' 37""",2019-05-27,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.3,0.5533333
WOJ. OPOLSKIE,Powiat oleski,Olesno,Olesno. ul. Kilińskiego,Pozostałe miasta,"18° 24' 30""","50° 52' 17""",2019-04-24,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.5533333
WOJ. OPOLSKIE,Powiat oleski,Dobrodzień,Dobrodzień. ul. Plac Wolności,Pozostałe miasta,"18° 26' 36""","50° 43' 43""",2019-05-08,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.2,0.5533333
WOJ. OPOLSKIE,Powiat opolski,Ozimek,Ozimek ul Powstańców Śląskich,Pozostałe miasta,"18° 12' 43""","50° 40' 48""",2019-10-30,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.5533333
WOJ. OPOLSKIE,Powiat prudnicki,Głogówek,Głogówek ul. 3-Maja,Pozostałe miasta,"17° 52' 3""","50° 21' 20""",2019-04-04,Składowa elektryczna 3[MHz]-300[GHz],1,0.3,0.5533333
WOJ. OPOLSKIE,Powiat prudnicki,Prudnik,Prudnik. ul. Rynek,Pozostałe miasta,"17° 34' 49""","50° 19' 19""",2019-11-08,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.5533333
WOJ. OPOLSKIE,Powiat strzelecki,Strzelce Opolskie,Strzelce Opolskie. ul. Kopernika,Pozostałe miasta,"18° 18' 20""","50° 30' 46""",2019-10-28,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.3,0.5533333
WOJ. OPOLSKIE,Powiat brzeski,Skarbimierz,Skarbimierz,Tereny wiejskie,"17° 25' 59""","50° 50' 52""",2019-04-08,Składowa elektryczna 3[MHz]-300[GHz],0.6,0.2,0.26
WOJ. OPOLSKIE,Powiat brzeski,Lewin Brzeski,Skorogoszcz,Tereny wiejskie,"17° 40' 41""","50° 45' 40""",2019-04-24,Składowa elektryczna 3[MHz]-300[GHz],0.9,0.3,0.26
WOJ. OPOLSKIE,Powiat brzeski,Lubsza,Lubsza,Tereny wiejskie,"17° 31' 40""","50° 55' 3""",2019-04-09,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.26
WOJ. OPOLSKIE,Powiat brzeski,Lewin Brzeski,Łosiów,Tereny wiejskie,"17° 33' 43""","50° 47' 27""",2019-07-08,Składowa elektryczna 3[MHz]-300[GHz],0.7,0.3,0.26
WOJ. OPOLSKIE,Powiat kluczborski,Kluczbork,Bąków,Tereny wiejskie,"18° 18' 41""","50° 57' 41""",2019-04-23,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.2,0.26
WOJ. OPOLSKIE,Powiat kluczborski,Lasowice Wielkie,Lasowice Wielkie,Tereny wiejskie,"18° 13' 10""","50° 52' 16""",2019-04-17,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat kluczborski,Kluczbork,Ligota Dolna,Tereny wiejskie,"18° 10' 20""","50° 58' 22""",2019-04-16,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.26
WOJ. OPOLSKIE,Powiat kluczborski,Kluczbork,Kujakowice Górne,Tereny wiejskie,"18° 16' 1""","51° 0' 9""",2019-04-02,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat namysłowski,Namysłów,Krasowice,Tereny wiejskie,"17° 36' 27""","51° 4' 22""",2019-03-27,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat namysłowski,Pokój,Pokój,Tereny wiejskie,"17° 50' 18""","50° 54' 9""",2019-04-03,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat namysłowski,Namysłów,Baldwinowice,Tereny wiejskie,"17° 48' 30""","51° 7' 4""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat oleski,Praszka,Wierzbie,Tereny wiejskie,"18° 32' 9""","51° 7' 33""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat oleski,Gorzów Śląski,Nowa Wieś,Tereny wiejskie,"18° 24' 46""","51° 3' 19""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat oleski,Zębowice,Kadłub Wolny,Tereny wiejskie,"18° 22' 34""","50° 46' 15""",2019-04-11,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.26
WOJ. OPOLSKIE,Powiat oleski,Dobrodzień,Pludry,Tereny wiejskie,"18° 28' 16""","50° 39' 54""",2019-04-10,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.26
WOJ. PODKARPACKIE,Powiat mielecki,Mielec,Mielec. osiedle Dziubków. ul. Partyzantów 9B,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 28' 19""","50° 17' 36""",2019-10-15,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.07,0.378
WOJ. PODKARPACKIE,Powiat mielecki,Mielec,Mielec. osiedle Kazimierza Wielkiego. ul. Piastowska 15,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 27' 0""","50° 17' 27""",2019-10-15,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.07,0.378
WOJ. PODKARPACKIE,Powiat stalowowolski,Stalowa Wola,Stalowa Wola. osiedle Widok. ul. Niemcewicza 2,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 3' 13""","50° 35' 1""",2019-10-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.04,0.378
WOJ. PODKARPACKIE,Powiat stalowowolski,Stalowa Wola,Stalowa Wola. osiedle Centralne. ul. Okulickiego 14,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 3' 35""","50° 34' 19""",2019-10-01,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.1,0.378
WOJ. PODKARPACKIE,Powiat stalowowolski,Stalowa Wola,Stalowa Wola. osiedle Pławo. ul. Poniatowskiego 33,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 3' 54""","50° 34' 26""",2019-09-17,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.14,0.378
WOJ. PODKARPACKIE,Powiat m. Krosno,M. Krosno,M. Krosno. osiedle Markiewicza. ul. Mickiewicza 22,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 46' 44""","49° 41' 10""",2019-10-08,Składowa elektryczna 3[MHz]-300[GHz],0.38,0.13,0.378
WOJ. PODKARPACKIE,Powiat m. Krosno,M. Krosno,M. Krosno. osiedle Turaszówka. ul. Wyspiańskiego 20,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 42' 41""","49° 43' 9""",2019-10-08,Składowa elektryczna 3[MHz]-300[GHz],0.14,0.05,0.378
WOJ. PODKARPACKIE,Powiat m. Przemyśl,M. Przemyśl,Przemyśl. osidele Kazanów. ul. Opalińskiego 13,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 45' 32""","49° 47' 53""",2019-10-17,Składowa elektryczna 3[MHz]-300[GHz],0.13,0.04,0.378
WOJ. PODKARPACKIE,Powiat m. Przemyśl,M. Przemyśl,Przemyśl. osiedle Garbarze. ul. Brudzewskiego 14,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 46' 57""","49° 47' 20""",2019-09-19,Składowa elektryczna 3[MHz]-300[GHz],0.25,0.08,0.378
WOJ. PODKARPACKIE,Powiat m. Przemyśl,M. Przemyśl,Przemyśl. os. Budy Małe. ul. Żwirki i Wigury 51,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 45' 38""","49° 48' 7""",2019-10-17,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.378
WOJ. PODKARPACKIE,Powiat m. Rzeszów,M. Rzeszów,Rzeszów. osiedle Przybyszówka. ul. Dębicka 170,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 56' 45""","50° 3' 12""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],0.19,0.06,0.378
WOJ. PODKARPACKIE,Powiat m. Rzeszów,M. Rzeszów,Rzeszów. osiedle 1000 - lecia. ul. Kosynierów 3,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 0' 21""","50° 2' 47""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],0.29,0.1,0.378
WOJ. PODKARPACKIE,Powiat m. Rzeszów,M. Rzeszów,Rzeszów. osiedle Staromieście. ul. Skrajna 1,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 59' 48""","50° 3' 42""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.12,0.378
WOJ. PODKARPACKIE,Powiat m. Rzeszów,M. Rzeszów,Rzeszów. osiedle Mieszka I. ul. Monte Cassino 10,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 1' 15""","50° 2' 14""",2019-11-21,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.82,0.378
WOJ. PODKARPACKIE,Powiat m. Rzeszów,M. Rzeszów,Rzeszów. osiedle Dąbrowskiego. ul. Marii Curie-Skłodowskiej 2,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 59' 11""","50° 1' 28""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.28,0.1,0.378
WOJ. PODKARPACKIE,Powiat dębicki,Dębica,Dębica. osiedle Rzeszowska Północ. ul. Rzeszowska 83,Pozostałe miasta,"21° 25' 32""","50° 3' 16""",2019-11-05,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.1,0.4933333
WOJ. PODKARPACKIE,Powiat dębicki,Dębica,Dębica. osiedle Rzeszowska Południe. ul. Sienkiewicza 2,Pozostałe miasta,"21° 25' 29""","50° 3' 12""",2019-11-05,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.04,0.4933333
WOJ. PODKARPACKIE,Powiat jarosławski,Jarosław,Jarosław. os. Armii Krajowej 9,Pozostałe miasta,"22° 40' 19""","50° 1' 13""",2019-10-21,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.07,0.4933333
WOJ. PODKARPACKIE,Powiat jarosławski,Jarosław,Jarosław. ul. Kalinki 1,Pozostałe miasta,"22° 41' 21""","50° 0' 52""",2019-10-21,Składowa elektryczna 3[MHz]-300[GHz],1.78,0.6,0.4933333
WOJ. PODKARPACKIE,Powiat jasielski,Jasło,Jasło. osiedle Brzyszczki. ul. Jodłowa 3,Pozostałe miasta,"21° 29' 59""","49° 45' 26""",2019-10-30,Składowa elektryczna 3[MHz]-300[GHz],0.19,0.06,0.4933333
WOJ. PODKARPACKIE,Powiat jasielski,Jasło,Jasło. ul. Dworcowa 1,Pozostałe miasta,"21° 28' 19""","49° 44' 25""",2019-10-30,Składowa elektryczna 3[MHz]-300[GHz],0.28,0.09,0.4933333
WOJ. PODKARPACKIE,Powiat leżajski,Leżajsk,Leżajsk. Plac Jaszowskiego 3,Pozostałe miasta,"22° 25' 14""","50° 15' 10""",2019-11-08,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.14,0.4933333
WOJ. PODKARPACKIE,Powiat leżajski,Leżajsk,Leżajsk. ul. Spokojna 6,Pozostałe miasta,"22° 25' 10""","50° 15' 4""",2019-11-08,Składowa elektryczna 3[MHz]-300[GHz],0.67,0.23,0.4933333
WOJ. PODKARPACKIE,Powiat łańcucki,Łańcut,Łańcut. osiedle Armii Krajowej. ul. Armii Krajowej 41,Pozostałe miasta,"22° 13' 52""","50° 3' 45""",2019-11-19,Składowa elektryczna 3[MHz]-300[GHz],0.44,0.15,0.4933333
WOJ. PODKARPACKIE,Powiat łańcucki,Łańcut,Łańcut. osiedle Trześnik 21,Pozostałe miasta,"22° 14' 16""","50° 4' 20""",2019-11-19,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.4933333
WOJ. PODKARPACKIE,Powiat przeworski,Przeworsk,Przeworsk. Plac Mickiewicza 12,Pozostałe miasta,"22° 29' 48""","50° 3' 22""",2019-11-12,Składowa elektryczna 3[MHz]-300[GHz],1.54,0.52,0.4933333
WOJ. PODKARPACKIE,Powiat ropczycko-sędziszowski,Ropczyce,Ropczyce. ul. Witosa 3,Pozostałe miasta,"21° 37' 1""","50° 3' 10""",2019-09-06,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.12,0.4933333
WOJ. PODKARPACKIE,Powiat leski,Lesko,Lesko. ul. Moniuszki 6,Pozostałe miasta,"22° 19' 56""","49° 28' 16""",2019-08-06,Składowa elektryczna 3[MHz]-300[GHz],0.22,0.07,0.4933333
WOJ. PODKARPACKIE,Powiat m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg. osiedle Przywiśle. ul. Niepodległości 4,Pozostałe miasta,"21° 39' 49""","50° 34' 6""",2019-09-23,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.12,0.4933333
WOJ. PODKARPACKIE,Powiat m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg. osiedle Młodych. ul. Wyspiańskiego 14,Pozostałe miasta,"21° 40' 31""","50° 34' 7""",2019-09-23,Składowa elektryczna 3[MHz]-300[GHz],0.5,0.17,0.4933333
WOJ. PODKARPACKIE,Powiat bieszczadzki,Czarna,"Czarna Górna. przy budynku SHU ""Halicz""",Tereny wiejskie,"22° 40' 4""","49° 19' 26""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.13,0.04,0.1833333
WOJ. PODKARPACKIE,Powiat brzozowski,Domaradz,Domaradz. Domaradz 345,Tereny wiejskie,"21° 56' 43""","49° 47' 24""",2019-07-23,Składowa elektryczna 3[MHz]-300[GHz],0.15,0.05,0.1833333
WOJ. PODKARPACKIE,Powiat jarosławski,Wiązownica,Wiązownica. Wiązownica 241,Tereny wiejskie,"22° 42' 18""","50° 4' 46""",2019-08-12,Składowa elektryczna 3[MHz]-300[GHz],0.15,0.05,0.1833333
WOJ. PODKARPACKIE,Powiat jasielski,Nowy Żmigród,Nowy Żmigród. pl. T. Kościuszki 1,Tereny wiejskie,"21° 31' 22""","49° 36' 12""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.11,0.04,0.1833333
WOJ. PODKARPACKIE,Powiat kolbuszowski,Majdan Królewski,Majdan Królewski. ul. Jagiellońska 1,Tereny wiejskie,"21° 44' 51""","50° 22' 44""",2019-09-03,Składowa elektryczna 3[MHz]-300[GHz],0.12,0.04,0.1833333
WOJ. PODKARPACKIE,Powiat krośnieński,Miejsce Piastowe,Miejsce Piastowe. ul. Dworska 14,Tereny wiejskie,"21° 46' 47""","49° 38' 4""",2019-01-14,Składowa elektryczna 3[MHz]-300[GHz],0.25,0.08,0.1833333
WOJ. PODKARPACKIE,Powiat lubaczowski,Horyniec-Zdrój,Horyniec-Zdrój. ul. Zdrojowa 1,Tereny wiejskie,"23° 21' 41""","50° 11' 25""",2019-08-12,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.12,0.1833333
WOJ. PODKARPACKIE,Powiat niżański,Harasiuki,Harasiuki. Harasiuki 112A,Tereny wiejskie,"22° 28' 34""","50° 28' 28""",2019-09-17,Składowa elektryczna 3[MHz]-300[GHz],0.19,0.06,0.1833333
WOJ. PODKARPACKIE,Powiat przemyski,Medyka,Medyka. Medyka 288,Tereny wiejskie,"22° 55' 56""","49° 48' 19""",2019-09-19,Składowa elektryczna 3[MHz]-300[GHz],0.12,0.04,0.1833333
WOJ. PODKARPACKIE,Powiat ropczycko-sędziszowski,Ostrów,Ostrów. Ostrów 225,Tereny wiejskie,"21° 35' 32""","50° 5' 53""",2019-09-06,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.09,0.1833333
WOJ. PODKARPACKIE,Powiat rzeszowski,Boguchwała,Mogielnica. Mogielnica 167,Tereny wiejskie,"21° 53' 31""","49° 58' 43""",2019-11-21,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.03,0.1833333
WOJ. PODKARPACKIE,Powiat sanocki,Komańcza,Komańcza. Komańcza 127,Tereny wiejskie,"22° 4' 20""","49° 20' 14""",2019-07-23,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.07,0.1833333
WOJ. PODKARPACKIE,Powiat strzyżowski,Niebylec,Niebylec. Niebylec 170,Tereny wiejskie,"21° 54' 7""","49° 51' 19""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.14,0.05,0.1833333
WOJ. PODKARPACKIE,Powiat tarnobrzeski,Gorzyce,Gorzyce. ul. Sandomierska 75,Tereny wiejskie,"21° 50' 18""","50° 40' 4""",2019-09-03,Składowa elektryczna 3[MHz]-300[GHz],0.25,0.08,0.1833333
WOJ. PODKARPACKIE,Powiat leski,Cisna,Cisna. Cisna 58,Tereny wiejskie,"22° 19' 29""","49° 12' 28""",2019-08-06,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.07,0.1833333
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok. ul. Warszawska 77,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"23° 10' 50""","53° 7' 44""",2019-03-14,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.3246667
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok. ul. Bema 89d,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"23° 8' 27""","53° 7' 18""",2019-03-07,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.06,0.3246667
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok. ul. Gruntowa 6B,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"23° 7' 26""","53° 8' 5""",2019-08-09,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.02,0.3246667
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok. ul. Zachodnia 2 b,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"23° 8' 21""","53° 6' 49""",2019-10-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.3246667
WOJ. PODLASKIE,Powiat m. Białystok,M. Białystok,Białystok. ul. Studzienna 9,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"23° 6' 59""","53° 8' 40""",2019-08-19,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.3246667
WOJ. PODLASKIE,Powiat m. Łomża,M. Łomża,Łomża. ul. Szeroka1/Partyzantów,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 3' 42""","53° 10' 55""",2019-10-07,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.02,0.3246667
WOJ. PODLASKIE,Powiat m. Łomża,M. Łomża,Łomża. ul. Broniewskiego/Spółdzielcza,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 4' 2""","53° 10' 6""",2019-05-21,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.01,0.3246667
WOJ. PODLASKIE,Powiat m. Łomża,M. Łomża,Łomża. ul. 3 Maja 2,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 4' 24""","53° 10' 47""",2019-05-07,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.3246667
WOJ. PODLASKIE,Powiat m. Łomża,M. Łomża,Łomża. ul. Niemcewicza/Śniadeckiego 3,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 3' 58""","53° 9' 31""",2019-04-30,Składowa elektryczna 3[MHz]-300[GHz],0.31,0.02,0.3246667
WOJ. PODLASKIE,Powiat m. Łomża,M. Łomża,Łomża. ul. Staszica 21/Strojna,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 2' 46""","53° 10' 39""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.3246667
WOJ. PODLASKIE,Powiat m. Suwałki,M. Suwałki,Suwałki. ul. Staszica 3/Bakałarzewska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 55' 4""","54° 5' 58""",2019-04-29,Składowa elektryczna 3[MHz]-300[GHz],0.29,0.01,0.3246667
WOJ. PODLASKIE,Powiat m. Suwałki,M. Suwałki,Suwałki. ul. Spacerowa 1,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 56' 36""","54° 5' 41""",2019-08-08,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.3246667
WOJ. PODLASKIE,Powiat m. Suwałki,M. Suwałki,Suwałki. ul. Daszyńskiego 27,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 55' 28""","54° 7' 24""",2019-11-20,Składowa elektryczna 3[MHz]-300[GHz],0.64,0.03,0.3246667
WOJ. PODLASKIE,Powiat m. Suwałki,M. Suwałki,Suwałki. ul. Gałaja/Hamerszmita,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 55' 34""","54° 5' 59""",2019-03-27,Składowa elektryczna 3[MHz]-300[GHz],0.32,0.02,0.3246667
WOJ. PODLASKIE,Powiat m. Suwałki,M. Suwałki,Suwałki. ul. Bielickiego/Żniwna 4,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 56' 16""","54° 5' 33""",2019-11-19,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.02,0.3246667
WOJ. PODLASKIE,Powiat białostocki,Supraśl,Supraśl centrum miejscowości - koło kościoła,Pozostałe miasta,"23° 20' 14""","53° 12' 27""",2019-03-29,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.02,0.2546667
WOJ. PODLASKIE,Powiat białostocki,Zabłudów,Zabłudów ul. Rynek 2,Pozostałe miasta,"23° 20' 15""","53° 0' 14""",2019-03-20,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat białostocki,Choroszcz,Choroszcz ul. Rynek 11 Listopada 9 ,Pozostałe miasta,"22° 59' 15""","53° 8' 33""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat białostocki,Michałowo,Michałowo ul. Plac 11 Listopada ,Pozostałe miasta,"23° 36' 15""","53° 1' 55""",2019-04-02,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.01,0.2546667
WOJ. PODLASKIE,Powiat białostocki,Suraż,Suraż centrum miejscowości - park,Pozostałe miasta,"22° 57' 24""","52° 56' 59""",2019-04-26,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat grajewski,Szczuczyn,Szczuczyn centrum miejscowości,Pozostałe miasta,"22° 17' 9""","53° 33' 45""",2019-04-17,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat hajnowski,Hajnówka,Hajnówka ul.3 Maja 44/Parkowa 2 ,Pozostałe miasta,"23° 35' 16""","52° 44' 16""",2019-04-08,Składowa elektryczna 3[MHz]-300[GHz],0.29,0.01,0.2546667
WOJ. PODLASKIE,Powiat moniecki,Goniądz,Goniądz ul. Plac 11 Listopada ,Pozostałe miasta,"22° 44' 9""","53° 29' 19""",2019-06-07,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat siemiatycki,Siemiatycze,Siemiatycze ul.Ogrodowa ,Pozostałe miasta,"22° 51' 33""","52° 25' 29""",2019-03-21,Składowa elektryczna 3[MHz]-300[GHz],0.24,0.01,0.2546667
WOJ. PODLASKIE,Powiat siemiatycki,Drohiczyn,Drohiczyn ul. Plac Kościuszki/ Kościelna ,Pozostałe miasta,"22° 39' 27""","52° 23' 44""",2019-05-24,Składowa elektryczna 3[MHz]-300[GHz],0.34,0.02,0.2546667
WOJ. PODLASKIE,Powiat sokólski,Krynki,Krynki ul 11 Listopada / gen. Bema ,Pozostałe miasta,"23° 46' 20""","53° 15' 53""",2019-04-03,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat sokólski,Sokółka,Sokółka centrum miejscowości,Pozostałe miasta,"23° 29' 45""","53° 24' 25""",2019-05-17,Składowa elektryczna 3[MHz]-300[GHz],0.79,0.04,0.2546667
WOJ. PODLASKIE,Powiat sokólski,Suchowola,Suchowola ul. Goniądzka 11,Pozostałe miasta,"23° 6' 8""","53° 34' 40""",2019-03-22,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2546667
WOJ. PODLASKIE,Powiat wysokomazowiecki,Szepietowo,Szepietowo centrum miejscowości,Pozostałe miasta,"22° 32' 34""","52° 52' 12""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.29,0.01,0.2546667
WOJ. PODLASKIE,Powiat zambrowski,Zambrów,Zambrów ul. Białostocka 22a ,Pozostałe miasta,"22° 14' 48""","52° 59' 15""",2019-03-19,Składowa elektryczna 3[MHz]-300[GHz],0.49,0.02,0.2546667
WOJ. PODLASKIE,Powiat augustowski,Płaska,centrum miejscowości. Płaska 53 d,Tereny wiejskie,"23° 16' 5""","53° 54' 19""",2019-06-05,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.01,0.1393333
WOJ. PODLASKIE,Powiat augustowski,Bargłów Kościelny,Bargłów Kościelny centrum miejscowości. ul. Augustowska 86,Tereny wiejskie,"22° 49' 19""","53° 46' 23""",2019-04-12,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat białostocki,Poświętne,Poświętne centrum miejscowości - parking koło Urzędu Gminy,Tereny wiejskie,"22° 49' 44""","52° 55' 22""",2019-03-25,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat grajewski,Wąsosz,Wąsosz centrum miejscowości. ul. Plac Rzędziana 18,Tereny wiejskie,"22° 19' 10""","53° 31' 21""",2019-05-20,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat hajnowski,Czeremcha,Czeremcha centrum miejscowości,Tereny wiejskie,"23° 21' 5""","52° 30' 55""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1393333
WOJ. PODLASKIE,Powiat hajnowski,Narewka,Narewka centrum miejscowości. ul. Hajnowska (plac przy rzece),Tereny wiejskie,"23° 45' 12""","52° 50' 7""",2019-08-02,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.01,0.1393333
